web-scraper-order,web-scraper-start-url,Telephone,Telephone-href,Etat_Telephone,Marque,RAM,Couleur,Stockage,Dimension_Ecran,Prix
"1739122491-1069","https://www.expat-dakar.com/telephones?page=94","Samsung S21 G5 - 128giga
                                VenantSamsung
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        26. déc. '24, 15:02
                                    
                    170 000 F Cfa
                        
                        769911191","https://www.expat-dakar.com/annonce/samsung-s21-g5-128giga-6242642","Venant","Samsung","","Noir","128giga","","170 000 F Cfa"
"1739122493-1070","https://www.expat-dakar.com/telephones?page=94","iPhone 13Simple 128giga
                                VenantiPhone
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        26. déc. '24, 15:02
                                    
                    245 000 F Cfa
                        
                        769911191","https://www.expat-dakar.com/annonce/iphone-13simple-128giga-6242615","Venant","iPhone","","Toute les couleurs","128giga","","245 000 F Cfa"
"1739122495-1071","https://www.expat-dakar.com/telephones?page=94","Xr 128giga Version IPhone 16
                                VenantiPhone
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        26. déc. '24, 15:03
                                    
                    150 000 F Cfa
                        
                        769911191","https://www.expat-dakar.com/annonce/xr-128giga-version-iphone-16-6242598","Venant","iPhone","","Toute les couleurs","128giga","","150 000 F Cfa"
"1739122498-1072","https://www.expat-dakar.com/telephones?page=94","iPhone 16 Pro Max 256G Scellé
                                NeufiPhone
                                                                                    Gueule-Tapée,
                                                                                Dakar
                                    
                                        26. déc. '24, 15:44
                                    
                    880 000 F Cfa
                        
                        772685089
                    
                        778123685","https://www.expat-dakar.com/annonce/iphone-16-pro-max-256g-scelle-6242691","Neuf","iPhone","8","Desert Titanium","256","","880 000 F Cfa"
"1739122500-1073","https://www.expat-dakar.com/telephones?page=94","IPhone 15 pro max 512gb
                                VenantiPhone
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        29. déc. '24, 15:44
                                    
                    639 000 F Cfa
                        
                        783219838
                    
                        338430060
                    
                        783219838","https://www.expat-dakar.com/annonce/iphone-15-pro-max-512gb-6242747","Venant","iPhone","8","Natural titanium","512","6.7 Pouces","639 000 F Cfa"
"1739122503-1074","https://www.expat-dakar.com/telephones?page=94","15pro 128G
                                VenantiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        26. déc. '24, 20:06
                                    
                    490 000 F Cfa
                        
                        775723147
                    
                        775723147","https://www.expat-dakar.com/annonce/15pro-128g-6242813","Venant","iPhone","","","","","490 000 F Cfa"
"1739122505-1075","https://www.expat-dakar.com/telephones?page=94","IPhone 16 pro max
                                NeufiPhone
                                                                                    Hann maristes,
                                                                                Dakar
                                    
                                        4. janv., 17:34
                                    
                    810 000 F Cfa
                        
                        783219838
                    
                        338430060
                    
                        783219838","https://www.expat-dakar.com/annonce/iphone-16-pro-max-6242870","Neuf","iPhone","8","Désert titanium","256","6.9 Pouces","810 000 F Cfa"
"1739122513-1076","https://www.expat-dakar.com/telephones?page=93","iPhone 16 simple 256 pink
                                NeufiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        27. déc. '24, 01:21
                                    
                                            Vendeur vérifié
                                        
                    630 000 F Cfa
                        
                        768424949
                    
                        777605183
                    
                        768424949","https://www.expat-dakar.com/annonce/iphone-16-simple-256-pink-6242882","Neuf","iPhone","","Pink","256","","630 000 F Cfa"
"1739122515-1077","https://www.expat-dakar.com/telephones?page=93","15plus 128G
                                VenantiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        27. déc. '24, 02:16
                                    
                    450 000 F Cfa
                        
                        775723147
                    
                        775723147","https://www.expat-dakar.com/annonce/15plus-128g-6242891","Venant","iPhone","","","","","450 000 F Cfa"
"1739122518-1078","https://www.expat-dakar.com/telephones?page=93","Vente Samsung Galaxy TAP S9 WiFi
                                VenantSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 09:09
                                    
                    325 000 F Cfa
                        
                        775155657
                    
                        776264848
                    
                        338425247","https://www.expat-dakar.com/annonce/vente-samsung-galaxy-tap-s9-wifi-6192705","Venant","Samsung","8 Go","Gris","128 Go","11.0 Pouces","325 000 F Cfa"
"1739122520-1079","https://www.expat-dakar.com/telephones?page=93","Vente Pixel 9 Pro Fold 5G
                                NeufGoogle
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 09:11
                                    
                    995 000 F Cfa
                        
                        775155657
                    
                        776264848
                    
                        338425247","https://www.expat-dakar.com/annonce/vente-pixel-9-pro-fold-5g-6196420","Neuf","Google","16 Go","Black","256 Go","8.6 Pouces","995 000 F Cfa"
"1739122522-1080","https://www.expat-dakar.com/telephones?page=93","Oppo Reno 10 Pro 5G
                                NeufOppo
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 09:15
                                    
                    225 000 F Cfa
                        
                        775155657
                    
                        776264848
                    
                        338425247","https://www.expat-dakar.com/annonce/oppo-reno-10-pro-5g-6082750","Neuf","Oppo","12 Go","Gris","256 Go","6.4 Pouces","225 000 F Cfa"
"1739122525-1081","https://www.expat-dakar.com/telephones?page=93","iPhone 15 pro Max 512Go scellé
                                NeufiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 09:42
                                    
                    850 000 F Cfa
                        
                        770767272
                    
                        338225777","https://www.expat-dakar.com/annonce/iphone-15-pro-max-512go-scelle-6228328","Neuf","iPhone","8Go","Black Titanium, Blue Titanium, Natural Titanium, White Titanium","512Go","6.7 Pouces","850 000 F Cfa"
"1739122527-1082","https://www.expat-dakar.com/telephones?page=93","Samsung A05 64GB
                                NeufSamsung
                                                                                    Castor,
                                                                                Dakar
                                    
                                        27. déc. '24, 11:32
                                    
                    53 000 F Cfa
                        
                        774706406
                    
                        775119188","https://www.expat-dakar.com/annonce/samsung-a05-64gb-6200343","Neuf","Samsung","4","Noir","64","6.7 Pouces","53 000 F Cfa"
"1739122530-1083","https://www.expat-dakar.com/telephones?page=93","16 simple 128GB
                                NeufiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        27. déc. '24, 12:30
                                    
                    570 000 F Cfa
                        
                        781964949
                    
                        775093404
                    
                        778676969","https://www.expat-dakar.com/annonce/16-simple-128gb-6243083","Neuf","iPhone","12","Rose-vert-blan-bleu-noir","128","7.0 Pouces","570 000 F Cfa"
"1739122532-1084","https://www.expat-dakar.com/telephones?page=93","Huawei y9 2019 ram 6go 4g
                                VenantHuawei
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        27. déc. '24, 12:42
                                    
                    50 000 F Cfa
                        
                        776164045","https://www.expat-dakar.com/annonce/huawei-y9-2019-ram-6go-4g-6054752","Venant","Huawei","6","Noir","128","6.5 Pouces","50 000 F Cfa"
"1739122535-1085","https://www.expat-dakar.com/telephones?page=93","Samsung note 10 plus 512go ram 12 go
                                VenantSamsung
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        27. déc. '24, 12:45
                                    
                    175 000 F Cfa
                        
                        776164045","https://www.expat-dakar.com/annonce/samsung-note-10-plus-512go-ram-12-go-6182756","Venant","Samsung","12go","Noir bleu","512go","6.7 Pouces","175 000 F Cfa"
"1739122540-1086","https://www.expat-dakar.com/telephones?page=92","LG wing venant 128go ram 8go 5g
                                VenantLG
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        27. déc. '24, 12:50
                                    
                    165 000 F Cfa
                        
                        776164045","https://www.expat-dakar.com/annonce/lg-wing-venant-128go-ram-8go-5g-6135039","Venant","LG","8","Bleu noir","128","6.5 Pouces","165 000 F Cfa"
"1739122543-1087","https://www.expat-dakar.com/telephones?page=92","iPhone 14 Pro Max 128GB SIM
                                VenantiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 15:15
                                    
                    420 000 F Cfa
                        
                        775131187
                    
                        769298761","https://www.expat-dakar.com/annonce/iphone-14-pro-max-128gb-sim-6243190","Venant","iPhone","","","128","","420 000 F Cfa"
"1739122545-1088","https://www.expat-dakar.com/telephones?page=92","iPhone 15 128GB SIM
                                NeufiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 15:17
                                    
                    445 000 F Cfa
                        
                        775131187
                    
                        769298761","https://www.expat-dakar.com/annonce/iphone-15-128gb-sim-6243193","Neuf","iPhone","","","128","","445 000 F Cfa"
"1739122548-1089","https://www.expat-dakar.com/telephones?page=92","IPhone 11 Pro 256GB
                                NeufiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 15:20
                                    
                    255 000 F Cfa
                        
                        775131187
                    
                        769298761","https://www.expat-dakar.com/annonce/iphone-11-pro-256gb-6243199","Neuf","iPhone","","","256","","255 000 F Cfa"
"1739122550-1090","https://www.expat-dakar.com/telephones?page=92","iPhone 12 Pro 128GB scellé
                                NeufiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 15:23
                                    
                    275 000 F Cfa
                        
                        775131187
                    
                        769298761","https://www.expat-dakar.com/annonce/iphone-12-pro-128gb-scelle-6243205","Neuf","iPhone","","","128","","275 000 F Cfa"
"1739122553-1091","https://www.expat-dakar.com/telephones?page=92","iPhone 15plus 128Go eSIM
                                NeufiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        27. déc. '24, 15:23
                                    
                    420 000 F Cfa
                        
                        772349393","https://www.expat-dakar.com/annonce/iphone-15plus-128go-esim-6243189","Neuf","iPhone","","vert","128Go","","420 000 F Cfa"
"1739122557-1092","https://www.expat-dakar.com/telephones?page=92","iPhone 13 Pro Max 128GB scellé
                                NeufiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 15:26
                                    
                    415 000 F Cfa
                        
                        775131187
                    
                        769298761","https://www.expat-dakar.com/annonce/iphone-13-pro-max-128gb-scelle-6243208","Neuf","iPhone","","","128","","415 000 F Cfa"
"1739122559-1093","https://www.expat-dakar.com/telephones?page=92","Samsung Z fold 4 512GB 2SIM Scélle
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        27. déc. '24, 15:29
                                    
                    480 000 F Cfa
                        
                        775131187
                    
                        769298761","https://www.expat-dakar.com/annonce/samsung-z-fold-4-512gb-2sim-scelle-6243214","Neuf","Samsung","12","","512","","480 000 F Cfa"
"1739122561-1094","https://www.expat-dakar.com/telephones?page=92","iPhone 14 pro
                                VenantiPhone
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        27. déc. '24, 16:02
                                    
                    370 000 F Cfa
                        
                        775855353","https://www.expat-dakar.com/annonce/iphone-14-pro-6243243","Venant","iPhone","10","Noeuf gold noir blanc","128","1.7 Pouces","370 000 F Cfa"
"1739122564-1095","https://www.expat-dakar.com/telephones?page=92","Samsung S9 256Go 2 Sim
                                VenantSamsung
                                                                                    Médina,
                                                                                Dakar
                                    
                                        27. déc. '24, 23:58
                                    
                    79 000 F Cfa
                        
                        783908361","https://www.expat-dakar.com/annonce/samsung-s9-256go-2-sim-6243389","Venant","Samsung","4Go","Toutes","256Go","","79 000 F Cfa"
"1739122569-1096","https://www.expat-dakar.com/telephones?page=91","Samsung Galaxy S21 128Go
                                VenantSamsung
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        28. déc. '24, 00:07
                                    
                    150 000 F Cfa
                        
                        776164045","https://www.expat-dakar.com/annonce/samsung-galaxy-s21-128go-6181810","Venant","Samsung","8go","Noir blanc","128go","6.5 Pouces","150 000 F Cfa"
"1739122571-1097","https://www.expat-dakar.com/telephones?page=91","Galaxy s24 + buds 3 pro
                                NeufSamsung
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        28. déc. '24, 08:30
                                    
                    500 000 F Cfa
                        
                        770989595","https://www.expat-dakar.com/annonce/galaxy-s24-buds-3-pro-6241404","Neuf","Samsung","","","","","500 000 F Cfa"
"1739122574-1098","https://www.expat-dakar.com/telephones?page=91","14 pro max 256Go scellé
                                NeufiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 11:00
                                    
                    600 000 F Cfa
                        
                        770767272
                    
                        338225777","https://www.expat-dakar.com/annonce/14-pro-max-256go-scelle-6228637","Neuf","iPhone","6Go","violet intense, or, argent et noir sidéral.","256Go","6.7 Pouces","600 000 F Cfa"
"1739122579-1099","https://www.expat-dakar.com/telephones?page=91","GALAXY SAMSUNG A16 256GB RAM8
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 11:08
                                    
                    135 000 F Cfa
                        
                        768882180","https://www.expat-dakar.com/annonce/galaxy-samsung-a16-256gb-ram8-6243539","Neuf","Samsung","8","Noir","256","","135 000 F Cfa"
"1739122581-1100","https://www.expat-dakar.com/telephones?page=91","GALAXY SAMSUNG A16 128GB RAM 4GB
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 11:13
                                    
                    119 000 F Cfa
                        
                        784626090
                    
                        784626090","https://www.expat-dakar.com/annonce/galaxy-samsung-a16-128gb-ram-4gb-6123543","Neuf","Samsung","4","Noir","128","","119 000 F Cfa"
"1739122584-1101","https://www.expat-dakar.com/telephones?page=91","iPad 9eme génération 2021
                                NeufiPad
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        28. déc. '24, 11:38
                                    
                    220 000 F Cfa
                        
                        777028345","https://www.expat-dakar.com/annonce/ipad-9eme-generation-2021-6243560","Neuf","iPad","6 go","Noir","64 go","10.2 Pouces","220 000 F Cfa"
"1739122586-1102","https://www.expat-dakar.com/telephones?page=91","iPhone 13 Pro 128 go
                                VenantiPhone
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        28. déc. '24, 11:42
                                    
                    310 000 F Cfa
                        
                        777028345","https://www.expat-dakar.com/annonce/iphone-13-pro-128-go-6243562","Venant","iPhone","5","Blanc","128 go","6.0 Pouces","310 000 F Cfa"
"1739122589-1103","https://www.expat-dakar.com/telephones?page=91","IPhone 13 Pro Max 256 go
                                VenantiPhone
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        28. déc. '24, 11:45
                                    
                    380 000 F Cfa
                        
                        777028345","https://www.expat-dakar.com/annonce/iphone-13-pro-max-256-go-6243566","Venant","iPhone","6","Bleu","256 go","6.0 Pouces","380 000 F Cfa"
"1739122591-1104","https://www.expat-dakar.com/telephones?page=91","IPhone 12 Pro Max 256 go
                                D'occasioniPhone
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        28. déc. '24, 11:47
                                    
                    250 000 F Cfa
                        
                        777028345","https://www.expat-dakar.com/annonce/iphone-12-pro-max-256-go-6243570","D'occasion","iPhone","5","Bleu","256 go","6.0 Pouces","250 000 F Cfa"
"1739122593-1105","https://www.expat-dakar.com/telephones?page=91","IPhone 14 pro Max 128 go
                                VenantiPhone
                                                                                    Sicap Liberté,
                                                                                Dakar
                                    
                                        28. déc. '24, 11:50
                                    
                    450 000 F Cfa
                        
                        777028345","https://www.expat-dakar.com/annonce/iphone-14-pro-max-128-go-6243574","Venant","iPhone","6","Gold","128 go","6.0 Pouces","450 000 F Cfa"
"1739122599-1106","https://www.expat-dakar.com/telephones?page=90","Iphone 11simple
                                VenantiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 11:54
                                    
                    170 000 F Cfa","https://www.expat-dakar.com/annonce/iphone-11simple-6243576","Venant","iPhone","","","128","","170 000 F Cfa"
"1739122601-1107","https://www.expat-dakar.com/telephones?page=90","Iphone 15
                                NeufiPhone
                                                                                    Point-e,
                                                                                Dakar
                                    
                                        28. déc. '24, 12:01
                                    
                    570 000 F Cfa
                        
                        776026565","https://www.expat-dakar.com/annonce/iphone-15-6166655","Neuf","iPhone","512G","Black","512Go","","570 000 F Cfa"
"1739122604-1108","https://www.expat-dakar.com/telephones?page=90","Samsung galaxy Z flip 3 128GB 8GB ram
                                VenantSamsung
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        28. déc. '24, 12:23
                                    
                    165 000 F Cfa
                        
                        778854523","https://www.expat-dakar.com/annonce/samsung-galaxy-z-flip-3-128gb-8gb-ram-6200216","Venant","Samsung","8","Blanc","128GB","6.7 Pouces","165 000 F Cfa"
"1739122606-1109","https://www.expat-dakar.com/telephones?page=90","iPhone 16 simple
                                NeufiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        28. déc. '24, 13:02
                                    
                    600 000 F Cfa
                        
                        774128120
                    
                        763360597","https://www.expat-dakar.com/annonce/iphone-16-simple-6243621","Neuf","iPhone","8","Bleu","256","6.1 Pouces","600 000 F Cfa"
"1739122609-1110","https://www.expat-dakar.com/telephones?page=90","Oppo reno 11pro 512giga
                                NeufOppo
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        7. janv., 14:46
                                    
                    200 000 F Cfa
                        
                        773769598","https://www.expat-dakar.com/annonce/oppo-reno-11pro-512giga-6242228","Neuf","Oppo","12","Gris","512","6.7 Pouces","200 000 F Cfa"
"1739122611-1111","https://www.expat-dakar.com/telephones?page=90","Oppo Reno10pro 512giga
                                NeufOppo
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        7. janv., 14:44
                                    
                    200 000 F Cfa
                        
                        773769598","https://www.expat-dakar.com/annonce/oppo-reno10pro-512giga-6242224","Neuf","Oppo","12","Gris","512","6.7 Pouces","200 000 F Cfa"
"1739122613-1112","https://www.expat-dakar.com/telephones?page=90","12-128GB
                                D'occasioniPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        28. déc. '24, 13:23
                                    
                    175 000 F Cfa
                        
                        781964949
                    
                        775093404
                    
                        778676969","https://www.expat-dakar.com/annonce/12-128gb-6243626","D'occasion","iPhone","12","Rouge-blanc-noir-mauve-bleu-vert","128","7.0 Pouces","175 000 F Cfa"
"1739122616-1113","https://www.expat-dakar.com/telephones?page=90","iPhone xr
                                VenantiPhone
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        28. déc. '24, 13:35
                                    
                    110 000 F Cfa
                        
                        775855353","https://www.expat-dakar.com/annonce/iphone-xr-6226538","Venant","iPhone","4","Blue noir blanc","64","6.1 Pouces","110 000 F Cfa"
"1739122618-1114","https://www.expat-dakar.com/telephones?page=90","Samsung galaxie fold 3/256
                                NeufSamsung
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        28. déc. '24, 17:32
                                    
                    285 000 F Cfa
                        
                        784800505
                    
                        786090505","https://www.expat-dakar.com/annonce/samsung-galaxie-fold-3256-6177502","Neuf","Samsung","12","Vert","256","9.5 Pouces","285 000 F Cfa"
"1739122621-1115","https://www.expat-dakar.com/telephones?page=90","15 simple
                                NeufiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        28. déc. '24, 19:29
                                    
                    410 000 F Cfa
                        
                        778604844","https://www.expat-dakar.com/annonce/15-simple-6243781","Neuf","iPhone","","Alls colors","128giga","","410 000 F Cfa"
"1739122627-1116","https://www.expat-dakar.com/telephones?page=89","16 pro max
                                NeufiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        28. déc. '24, 19:29
                                    
                    860 000 F Cfa
                        
                        778604844","https://www.expat-dakar.com/annonce/16-pro-max-6243782","Neuf","iPhone","","Alls colors","128giga","","860 000 F Cfa"
"1739122629-1117","https://www.expat-dakar.com/telephones?page=89","Xiaomi Mi 13 256GB 8GB ram 2sim 5G
                                VenantXiaomi
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        28. déc. '24, 23:14
                                    
                    230 000 F Cfa
                        
                        778854523","https://www.expat-dakar.com/annonce/xiaomi-mi-13-256gb-8gb-ram-2sim-5g-6243834","Venant","Xiaomi","8","Noir","256GB","6.4 Pouces","230 000 F Cfa"
"1739122632-1118","https://www.expat-dakar.com/telephones?page=89","Honor magique V2 512GB 16GB 2sim
                                VenantHonor
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        28. déc. '24, 23:34
                                    
                    650 000 F Cfa
                        
                        778854523","https://www.expat-dakar.com/annonce/honor-magique-v2-512gb-16gb-2sim-6243838","Venant","Honor","16GB","Violet","512GB","6.7 Pouces","650 000 F Cfa"
"1739122634-1119","https://www.expat-dakar.com/telephones?page=89","Samsung galaxy S23 256GB 8GB ram 2sim
                                VenantSamsung
                                                                                    Pikine,
                                                                                Dakar
                                    
                                        29. déc. '24, 09:21
                                    
                    230 000 F Cfa
                        
                        778854523","https://www.expat-dakar.com/annonce/samsung-galaxy-s23-256gb-8gb-ram-2sim-6177044","Venant","Samsung","8","Noir","256GB","6.7 Pouces","230 000 F Cfa"
"1739122637-1120","https://www.expat-dakar.com/telephones?page=89","iPhone 13 mini
                                VenantiPhone
                                                                                    Yoff,
                                                                                Dakar
                                    
                                        29. déc. '24, 10:19
                                    
                    210 000 F Cfa
                        
                        775855353","https://www.expat-dakar.com/annonce/iphone-13-mini-6226427","Venant","iPhone","6","Gold noir blanc","128","4.1 Pouces","210 000 F Cfa"
"1739122639-1121","https://www.expat-dakar.com/telephones?page=89","Huawei p3 pro 128go ram8
                                NeufHuawei
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        29. déc. '24, 15:10
                                    
                    124 900 F Cfa
                        
                        772095510","https://www.expat-dakar.com/annonce/huawei-p3-pro-128go-ram8-6244056","Neuf","Huawei","8","","128","","124 900 F Cfa"
"1739122642-1122","https://www.expat-dakar.com/telephones?page=89","Iphone 15Pro 128Go
                                VenantiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        29. déc. '24, 15:34
                                    
                    450 000 F Cfa
                        
                        774987007
                    
                        776092610","https://www.expat-dakar.com/annonce/iphone-15pro-128go-6244066","Venant","iPhone","","Noir","128go","","450 000 F Cfa"
"1739122647-1123","https://www.expat-dakar.com/telephones?page=89","Iphone 16Plus 256Go scelle sim physique
                                NeufiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        29. déc. '24, 15:38
                                    
                    680 000 F Cfa
                        
                        774987007
                    
                        776092610","https://www.expat-dakar.com/annonce/iphone-16plus-256go-scelle-sim-physique-6244069","Neuf","iPhone","","Noir","256Go","","680 000 F Cfa"
"1739122650-1124","https://www.expat-dakar.com/telephones?page=89","iPhone 13 simple
                                NeufiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        29. déc. '24, 15:49
                                    
                    290 000 F Cfa
                        
                        778604844","https://www.expat-dakar.com/annonce/iphone-13-simple-6244067","Neuf","iPhone","","Alls colors","128giga","","290 000 F Cfa"
"1739122652-1125","https://www.expat-dakar.com/telephones?page=89","IPhone 11 64 giga
                                VenantiPhone
                                                                                    Castor,
                                                                                Dakar
                                    
                                        29. déc. '24, 18:12
                                    
                    135 000 F Cfa
                        
                        778233321
                    
                        778233321","https://www.expat-dakar.com/annonce/iphone-11-64-giga-6188847","Venant","iPhone","","","64","","135 000 F Cfa"
"1739122657-1126","https://www.expat-dakar.com/telephones?page=88","iPhone 11 Pro Max 256G scellé
                                NeufiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        30. déc. '24, 10:24
                                    
                    275 000 F Cfa
                        
                        770767272
                    
                        338225777","https://www.expat-dakar.com/annonce/iphone-11-pro-max-256g-scelle-6244016","Neuf","iPhone","4Go","Verte /gold blanche","256go","6.5 Pouces","275 000 F Cfa"
"1739122660-1127","https://www.expat-dakar.com/telephones?page=88","Xr 128go scellé
                                NeufiPhone
                                                                                    Plateau,
                                                                                Dakar
                                    
                                        30. déc. '24, 10:24
                                    
                    180 000 F Cfa
                        
                        770767272
                    
                        338225777","https://www.expat-dakar.com/annonce/xr-128go-scelle-6130301","Neuf","iPhone","3go","Noir blanc rouge bleu","128go et 64go","6.1 Pouces","180 000 F Cfa"
"1739122662-1128","https://www.expat-dakar.com/telephones?page=88","Samsung galaxy A05 neuf 128go
                                NeufSamsung
                                                                                    Parcelles Assainies,
                                                                                Dakar
                                    
                                        30. déc. '24, 10:48
                                    
                    65 000 F Cfa
                        
                        781012853","https://www.expat-dakar.com/annonce/samsung-galaxy-a05-neuf-128go-6090621","Neuf","Samsung","4","Noir blanc vert","128","6.7 Pouces","65 000 F Cfa"
"1739122665-1129","https://www.expat-dakar.com/telephones?page=88","Tecno pop 9 64go ram 6go 4g 13megapixel
                                NeufTecno
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        30. déc. '24, 10:57
                                    
                    55 000 F Cfa
                        
                        776164045","https://www.expat-dakar.com/annonce/tecno-pop-9-64go-ram-6go-4g-13megapixel-6145176","Neuf","Tecno","6","Noir","64","6.6 Pouces","55 000 F Cfa"
"1739122667-1130","https://www.expat-dakar.com/telephones?page=88","Samsung Galaxy note 8 venant 256go ram 6go
                                VenantSamsung
                                                                                    Colobane,
                                                                                Dakar
                                    
                                        30. déc. '24, 10:58
                                    
                    90 000 F Cfa
                        
                        776164045","https://www.expat-dakar.com/annonce/samsung-galaxy-note-8-venant-256go-ram-6go-6177104","Venant","Samsung","6","Bleu noir","256","6.5 Pouces","90 000 F Cfa"
"1739122670-1131","https://www.expat-dakar.com/telephones?page=88","16 simple 128G
                                NeufiPhone
                                                                                    Médina,
                                                                                Dakar
                                    
                                        30. déc. '24, 11:32
                                    
                    550 000 F Cfa
                        
                        775723147
                    
                        775723147","https://www.expat-dakar.com/annonce/16-simple-128g-6244475","Neuf","iPhone","","","","","550 000 F Cfa"
